City ,Confirmed Covid Case Numbers
Sandzele Chowgai,31757
Sandzelay Mandeh,32124
Sandzelai Kelay,72
Sandzelai Ghar,231
Sandzelai,37873
Sandzelah,27039
Sandzay Khwar,37194
SandzateGh,68721
Sandzali,15910
Sandz,1320
Sandy Island Channel,48394
Sandy Island,249957
Sandy Hill Bay,55580
Sandy Hill,99062
Sandy Ground Village,111764
Sandy Ground,10672
Sandy Beach Resort,20499
Sandy Beach Motel,598
Sanduqchah,2060625
Sanduq Say,170234
Sanduq,443536
Sandumbe,232973
Sandumba,8403
Sandulula,117234
Sandula,543024
Sandukht,2715
Sanduk'ar,276990
Sandughk',12244
Sandu K'arer,5143
Sandu,866
SANDS HOTEL,241771
Sands,127537
Sandro,26524
Sandoyi,185
Sandoyents' Ayginer,236439
Sandov,11783
Sandongo,141735
Sandondo,1983
Sandombo II,14999
Sandombo I,533
Sandombo,33749
Sando,5001
Sandjepole,3794
Sandjenguenga,3490
Sandja,8419
Sandilerr,25080
Sandik'ari,201678
Sandik'ar,239685
Sandiget,43484
Sandiao,33153
Sandiando,1146321
Sandi Tak,207081
Sandi K'amak,712
Sandi Hart',6022
Sandi Glkhi,134
Sandi Band,234502
Sandi,273097
Sandersons,177543
Sanderi,58903
Sander,5798
Sandents',2685
Sandende,57033
Sandembo,16764
Sandembel,151857
Sandele,56
Sandejamba,53285
Sandaza,3562707
Sandayz,13553
Sandawar Khwar,4554
Sandawar Kelay,268097
Sandase Sar,79655
Sandase Khwar,178918
Sandarzai,148
Sandarot,170931
Sandare Ghar,15395
Sandar Khel,3091
Sandanha,8399
Sandango,12254
Sandando,27
Sandambongo,164495
Sandals Grande Antigua Resort All Inclusive,400111
Sandals Grande Antigua Resort & Spa,6045
Sandalah,1271353
Sandala,1566081
Sandal Karez,664750
Sandal,214378
Sandahanga,744513
Sandahand,31914
Sandabuz,20924
Sanda Massala,359811
Sanda,256388
Sand Ground Plantation,103993
Sanchinuuma,0
Sanchak,65450
Sanaugan,183322
Sanatorium-ye Naswan,85831
Sanatata,45
Sanarud,81109
Sanaq,353371
Sananovo,10461
Sananga,1988
Sanamor Arter,129325
Sanamor,2545
Sanami,193562
Sanamer,53782
Sanambi,9
Sanaman,19598
Sanama,30528
Sanak-e Mushtaq,280272
Sanak,18612
Sanahnasari,8292
Sanahnasar,20762
Sanahini Aghbyur,4
Sanahini,17083
Sanahin,603
Sanah Ghundey,1
Sanagha Rod,176245
Sanagha,1862
Sanad,2638
Sana Rud,71593
Sana Rod,480948
Sana,54968
San Sula,37295
San Marco,273351
San Kandow,2350
Samzamoa,6398
Samveli T'ev,4733
Samveli khut'i,151553
Samveli khut',99031
Samveli K'ar,68315
Samveli Hogher,138494
Samveli Dasht,336037
Samveli,970
Samvelashen,150731
Samveladzori,559288
Samvel,1631727
Samuzia,796339
Samuzema,159967
Samuzavo,777276
Samuzanga,17988
Samuxima,41
Samutundo,2860
Samutumbo,1498
Samutovo,3
Samutondo,3472
Samutoma,1578
Samuto,374691
Samutete,32630
Samutemba,434122
Samutechichi,2328
Samutar,3849
Samutalala,59858
Samutaca,290457
Samuta,184352
Samut,18
Samussundo,5889
Samussuia,1502367
Samussuca,86992
Samussol,6417
Samussesse,79480
Samussengi,30128
Samussema,8856
Samussanguengue,547775
Samussango,15143
Samussande,942
Samussanda,13308
Samussamba,509
Samussaca,25323
Samusi,103
Samuriata,6268
Samur,7676
Samuquixi,227643
Samuquimba,2631876
Samuquenda,40199
Samuquena,368175
Samupafo,52163
Samuongo,79632
Samuondo,1
Samununga,135603
Samunona,2368
Samunguiva,172315
Samunguindo,2157
Samungua,73894
Samungongue,35768
Samungongo,50590
Samungomba,54743
Samungole,13679
Samungi,22616
Samunge,25564
Samungangi,269
Samungai,485986
Samundongo,127843
Samundoco,57406
Samundende,130735
Samulumba,42407
Samuluaza,16064
Samulondo,81874
Samulomba,305250
Samulengo,4690
Samulenga,20714
Samulemba,20644
Samulambo,41265
Samuk Kelay,468648
Samujimo,5014
Samuinhe,889210
Samuimba,18
Samuieva,994
Samuiemba,339681
Samuhafo,36150
Samuguri,94338
Samugima,812
Samufuca,10920
Samueque,105207
Samuepa,5537
Samuemba,37557
Samuel,58681
Samucusa,14564
Samucumbi,806163
Samucumba,315230
Samucuma,55481
Samucuale,7647
Samucono,16836
Samuconga,217383
Samucheque,27393
Samuchak,42168
Samuch,11460
Samucatchia,121411
Samucanga,118
Samucanda,18539
Samucambo,2956
Samucafo,9777
Samubambala,310884
Samuaua,651484
Samuata,44231
Samuari,25805
Samuanze,55559
Samuangue,18979
Samuaco,27446
Samua,14780
Samu,428297
Samtso Kunj,1046
Samtsay Watai,30605
Samti Bala,126835
Samti,699
Samtal Khwar,262066
Samtal,69036
Samtak,7797
Samsoni Kirch,66319
Samsoni K'aranots',196
Samsoni Dasht,45491
Samsoni,74843
Samsay Ghar,17428
Samrisht i Ri,75835
Samrisht,114
Samrish i Poshtem,92955
Sampoco,32067
Sampo,32808
Sampieca,373369
Sampaio Ebo,31498
Sampaio Diogo,36416
Sampa,46249
Samoyivaridzor,3527338
Samoyi Aygi,54611
Samoyi Arter,251458
Samoyi,8372
Samotik',39249
Samoteta,24183
Samongue,649797
Samoma,16975
Samoiombo Velho,12169
Samogiva,166631
Samogai,203549
Samoca,560565
Samo Talah,27137
Sam-Naray-Manda,428
Samnan,407697
Samizi,40006
Samizai,4475
Samissassa,21397
Saminamina,4025
Samidzay,11206
Samida,49091
Samicossa,47879
Samicana,35230
Samiamba,50943
Sami Kelay,310732
Sami Ghar,9886
Sami,25425
Samhan,42438
Sametondo,6505
Sametoca,591
Samesunga,679
Samessari,20959
Sameneca,538974
Samendngue,63980
Samenda,10212
Samelay,419812
Samdlembue,273101
Samchu Nowr,19635
Samcho Naw,36428
Samchak Kelay,35124
Samburuca,104118
Sambuquila,4681
Sambungo,33143
Sambunga,3402
Sambundo,29411
Sambumba,14292
Sambulo,84531
Sambula,637755
Sambuia,0
Sambuende,49
Sambuegi,39553
Sambuege Segundo,288977
Sambuege Primeiro,71584
Sambuege,46351
Sambuari,20826
Sambuanga,30515
Sambo-Sambo,80365
Sambonzo,1047
Sambongo,244170
Samboma,3596965
Samboghe Ghundey,316473
Samboghah,68702
Sambo,54
Sambizanga,658
Sambipa,57899
Sambio,25181
Sambinza,1863707
Sambingi,16529
Sambinga,18346
Sambimba,24825
Sambile,73679
Sambila,548
Sambiano,542
Sambemba,17798
Sambege,1872
Sambe,109544
Sambaxi,187
Sambavo,20286
Sambatombe,118762
Sambassula,983747
Sambanje,4228
Sambani,4554
Sambanguela,4951
Sambandua,54523
Sambande,379981
Sambandange,2664
Sambamungua,13
Sambambondo,103
Sambambi,30
Sambambe,24643
Sambalundo,9455
Samba-Ilumbe,1301
Sambaia,7715
Sambacesse,116774
Samba-Cavinga,2184
Samba Vulo,267
Samba Tumba,2236
Samba Sosso,34658
Samba Senda,147
Samba Pequena,266821
Samba Ngombe,4363
Samba Mucombi,171
Samba Lucala,114160
Samba Jungo,22211
Samba Gunze,50192
Samba Grande,269609
Samba Cariombua,27886
Samba Caringe,1317
Samba Cango,1610
Samba Caloua,1304
Samba Caju,184252
Samba Caie,33870
Samba,58366
Samazo,4997
Samazemba,18744
Samaya Hotels And Resorts,10848
Samaya Hotel Deira,9327
Samaya Hotel Apartments,24794
Samawat,68151
Samavunga,49254
Samaundo,1035
Samauma,17839
Samatunga,5540
Samats,39671
Samatome,169150
Samatice,1172736
Samati,654660
Samassengue,14600
Samassenda,367
Samassela,332182
Samasseca,53759
Samassamba,1781
Samashdzhan,43402
Samarite,450
Samariguita,58790
Samarigam,29772
Samargh,553
Samarents' Tneri,76163
Samarents' Tner,125783
Samarat,6485
Samar Qandian,4293
Samar Qandi,119565
Samar Khel,703
Samar Ghian,935
Samaquenha,573
Samaquenda,25319
Samapumba,41500
Samaonga,20407
Samanongo,734
Samani,1744
Samanguenda,27306
Samangan-e Khord,10801
Samangan,18659
Samangala,28867
Samanenga,13223
Samandur,44038
Samandow,293215
Samandi Art,18714
Samandel,39703
Samanday,947736
Samandar Naweran,31103
Samandar Mandeh,396018
Samandar Ghar,1030587
Samandar Bandah,48223
Samandar,21154
Samandan,50482
Samand Qal`ah,81578
Samand Khan Karez,21444
Samand Kelay,46539
Samand Chay,70886
Samanak Nesha,134306
Samanak Bro,73145
Saman Khel,35448
Samalesso,10332
Samalengue,884
Samalan,38788
Samalambo,18074
Samalamba,37176
Samalam Khwar,61220
Samalam Ghar,13547
Samalam Band,3439
Samalaca,17034
Samal Khel,29583
Samakay Ghar,9008
Samakay,16071
Samakah,43496
Samak Kotkey,27306
Samajimo,9786
Samaiondo,277
Samaimba,37495
Samai,224766
Samahina,34718
Samahah-ye Zaghand,406
Samahah-ye Dasht,104408
Samahah Dasht,75508
Samah Shah Dasht,582007
Samah,37529
Samaghar,69232
Samafo,23739
Samadow Gandai,576766
Samadi,29569
Samad Khel,49378
Samad Khan Kelay,17786
Samad Khan Ghatah,422287
Samad Kelay,14719
Samad Karez,21294
Samad Akhundzadah,75911
Samacupo,48
Samacundi,259128
Samacuma,9996
Samacimbo,573169
Samachuca,8098
Samachata Pensamento,21421
Samachada,32576
Samacera,2093913
Samacanza,43367
Samacala,29233
Samacaca,31329
Samaca,215857
Samabundo,63251
Sam Tol,11498
Sam Naray,6593
Sam Khwar,375737
Sam Ghashe,567764
Sam Ghar,240059
Sam Dag,175113
Sam Baba,41099
Salzarak,15365
Salwati Ghar,23359
Salwa,13952
SALVIA D OR HOTEL,6751
Salvi,42021
Salvardi,357924
Salvard,211447
Saluzima,636269
Saluvula,42574
Saluve,2464
Saluvanda,837041
Salutner,478157
Saluti Hin,290242
Saluti,556700
Saluterere,3595
Salutenda,1941
Salut,4409
Salussumba,10007
Salussamba,98641
Saluquelessi,20
Saluquebo,19415
Salupapa,17391
Salupambo,25185
Salunheca,966232
Salungo,208899
Salundo,105298
Salumenne,46019
Salumbambo,40924
Salumana,12191
Saluinheca,2358
Saluinda,1597
Saluimba,39436
Saluembe,3267
Salucunda,48358
Salucala,50793
Salubambo,10662
Saluandja,198751
Saluana,998
Saltuq,290671
Saltug,1420
Salto de Cavalo,55
Saltiq-e Now,73161
Saltiq-e Khord,764375
Saltiq Kalan,182475
Saltalek',5149
Salt Fish Tail,1585435
Saloyi Vank',901
Salov Dzor,158597
Salov Aghbyuri,1031
Salov,75
Salotner,93383
Salorut,165258
Salornots',178796
Salorisar,520639
Salorik',11640
Salori Demer,50373
Salori Antarr,840096
Salori,99228
Saloratap',15440
Salorasari,110716
Salorasar,143
Saloranots',104
Saloramayri,47
Salorajur,1608
Salorahand,26490
Saloraghbyur,34800
Saloradzor,16146
Salor,113629
Salongue,338
Salongo,28992
Salonge,39527
Salomoco,84267
Salombongo,336578
Salombinga,952306
Salomao,1283
Saloearesse,2463
Saloco,8103
Salo Sar,419298
Salo Naweran,40122
Salo Khel Gula Band,297011
Salo Khel,17384
Salo Kelay,152711
Salo Jan Kelay,29529
Salnots',36838
Salnants'dzor,46522
Salmin-e Sufla,21988
Salmin-e `Ulya,73990
Salmazan,51277
Salmani Dem,31723
Salman Khel,147956
Salmalik,354587
Salmah,211282
Salma Dam,612084
Sallxhias,9045
Sallmonaj,913912
Salli,36854
Sallbegaj,45118
Sallah,289556
Sall Dayah,169186
Sall,238147
Salkuti,48869
Salkut,45266
Salk'ari Verin,2209
Salk'ari Nerk'in,39586
Salk'ari,114
Salk'ar,31199
Salkap,39569
Salk',68523
Saljajari,98835
Salizi,139701
Saliyan,178111
Salisun Rod,167345
Salisun Mandeh,23159
Salisun Ghar,7773
Salinoca,18
Salink'ar,281456
Salinjan Agha Ziarat,1321
Salinhanga,54609
Salingar,31601
Salinas de Sul Tiago,19872
Salinas de Sao Tiago,319461
Salinas da Samba,0
Salimi Nargay,13
Salimi,11562
Salimay Kelay,99792
Salimani Karez,123145
Salimah,159821
Salimabad,602668
Salim Khel,571434
Salim Ghar,45721
Salim Bay,47938
Salim Aka,141709
Salim,79444
Saliktu Kelay,70641
Saliki,23867
Salihzai,28179
Salihuddin Kelay,190498
Salihiyah,58684
Salihgay Kelay,1015
Salih Rah,512
Salih Muhammad Kelay,4
Salih Khel Kelay,359654
Salih Khel,24
Salih Khan Kelay,28613
Salih Kelay,32184
Salih Gul,21149
Salih Baba Khel,46276
Salibondue,2697
Salibomba,55982
Saliasi,29054
Saliapinga,636445
Salian,89501
Saliaj,1971423
Sali Ojakhi,47859
Sali Ojakh,40655
Sali Khwa Ghar,27438
Salhank'i,41003
Salhank',196642
Salgada,147599
Salet,11436
Salerk',547
Salerk,867
Saleri,1781
Saleres de l'Estanyo,239
Saler,2376
Salem Bin Ali al Owais Square,287
Salele,4985
Salekhabad,885
Salehan Kaur,148579
Saleh,6128
Saldoyi Hogh,33433
Salde Kotanra,255834
Saldayz,2033
Saldasht,107075
Salce-Kozare,25519
Salce,66876
Salbuk,12638
Salbu Gund,610
Salbarun,501277
Salaziarat,111165
Salazar,1497
Salayli Kamar,46509
Salay Ghundey,149331
Salawat-e Sharqi,20271
Salawate Kandow,47570
Salawat-e Gharbi,76140
Salawate Ghar,56359
Salawat Zhawer,19338
Salawat Ghar,51001
Salawat Band,25287
Salawat,847823
Salaw Ghar,23860
Salaw,234
Salava,17543
Salaugoco,297598
Salau,764008
Salatin,40425
Salat Zayid al Kubra lil Afrah,2593816
Salat Kot,73493
Salat ash Shaykh Khalifah lil Bulinj,351
Salat al Mushrif lil A`ras,1
Salat al Afrah al Ahlam,16777
Salat Abu Zaby lit Tazalluj,109518
Salarzai,4036
Salark,447
Salari,108692
Salar Tapah,64880
Salar Mandeh,29814
Salar Kala,147853
Salar Ban,209
Salar,905
Salaquinteta,33393
Salao,32016
Salanvua,11140
Salanots'ner,2028
Salanots',32543
Salango,30609
Salangi,15605
Salang-e Shamali,22277
Salanganda,27473
Salang,46772
Salandala,42722
Salan Khalfan,13688
Salamzo Khwar,50
Salamzi,0
Salamica,1446
Salami,0
Salambua,8
Salambongui,0
Salambo,0
Salamat Kala,1644
Salamat,0
Salamak,0
Salam Khelo Khwar,0
Salam Khel,23408
Salam Khan Kelay,366034
Salam Kelay,83834
Salam Kalachah,602705
Salam Jar,97031
Salam Jan Kelay,7959
Salam Gudale,192361
Salam Deh,47831
Salam Dari Khwar,8700
Salam,13205
Salala,14450
Salak'it',17817
Salakhak,110128
Salakhach',1152
Salakh Qishlaq,325789
Salak'ar,54255
Salajur,14359
Salaj,1358
Salahatak,20479
Salahand,32329
Salah Wati Bekh Tsah,2575
Salah Wat,561812
Salah Khel,26378
Salaghbyur,47782
Saladzor,37785
Saladem,38868
Salacananga,65434
Salabo,1159
Salaberd,201352
Salabat,9
Salaanga,29132
Salaaghbyuri,333794
Sala Khel,573580
Sala Hato,67175
Sala Cunsonga,129364
Sala Cabanga,911
Sal Kelay,611789
Sal K'arer,53683
Sal Hank'er,980
Sal Bartu,537
Sal,1367
Sakzo Kelay,36765
Sakzi Kelay,936
Sakzey Kelay,31597
Sakza'i,32066
Sakzai,72
Saktazan Kutgai,231
Sak'si Hogh,37744
Saksadeh,27005
Sakrak,36913
Sak'oyivar,68687
Sak'oyi Var,15831
Sak'oyi Sar,1320
Sak'oyi Nav,48029
Sak'oyi Marg,249143
Sak'oyi Ktorner,55575
Sak'oyi K'ar,97909
Sak'oyi Chlchlan,111600
Sak'oyi Chahchut,10645
Sak'oyi Aghbyur,20478
Sak'oyi,548
Sak'oyents' Arter,2054681
Sak'oyents',170011
Sakowlah,441659
Sak'on Sharan,232829
Sako,8403
Sak'ni Khach'k'arach',116482
Sak'ni Chanaparh,542674
Sak'ni,2677
Sakman,275322
Sakirah Karez,12227
Sakini,5143
Sakichah,866
Saki Khel,240676
Saki Deh Das,127537
Sakhtay Sar,26524
Sakhtatagao,185
Sakhtah Kol,235891
Sakhtah Ghar,11763
Sakht Tepah,141728
Sakhsin Baba,1955
Sakhsah Kol,14948
Sakhrau,484
Sakhrah-ye Arbab Majnun,33749
Sakhrah,5001
Sakhiri-ye Sufla,3776
Sakhiri-ye `Ulya,3473
Sakhibziarat,8419
Sakhibaba,24964
Sakhi Shah-e Mardan,201678
Sakhi Sahib,239254
Sakhi Muhammad Kelay,42547
Sakhi Jay,33046
Sakhi Jan Kelay,1134957
Sakhi Dust Mohammad Khan,206617
Sakhi Dost Muhammad Khan,712
Sakhi `Abdurrahman,6022
Sakhay-e Malang Ab,134
Sakharov A.,233598
Sakhari,271276
Sakhar Ghar,176943
Sakhar,58728
Sakh,5747
Sakes,2685
Sak'ei Aghbyuri,56246
Sak'ei,16742
Sakawak,151016
Sakavapeti Srah,56
Sakavajur,52653
Sakavaber,3541282
Sakau,13553
Sakar Sar,4543
Sakanjan,267701
Sakan al `Ummal - al Qusays,79165
Sakaj,177494
Sakah,148
Sakaflar,170275
Sak' Apor Lanj,15216
Sajawul,3064
Saiyad (3),8357
Saiyad (2),12206
Saiyad,27
Saivenga,164077
Saiungue,397116
Saiuano,6045
Saitalhi,1263299
Saissassa,1558159
Saissangue,661477
Saissala,213400
Saisar Mandeh,744513
Sa'ir Khel,31825
Saipange,20581
Saipanga,357611
Saiona,255584
Saiombe,103841
Saioa,0
Saint Philips,65450
Saint Lukes,182460
Saint Johnston Village,85831
Saint John's Road,45
Saint John's Harbour,80040
Saint John's,351065
Saint Demetrius Orthodox Cathedral,10455
Saininga,1988
Saina,129325
Saimbuanda Segundo,2543
Saimbuanda Primeiro,192986
Saimbuanda,53782
Saimango,9
Saimanday,19598
Sa'im Murshid Ziarat,30277
Sailundo,277811
Sailard,18467
Saila,8260
Sai-i-Sar Chashmah,20563
Sai-i-Gawbota,4
Saiganshi,17071
Saifuddin Khel,603
Saifuddin,1
Saifo Kelay,175183
Saifo Chinah,1844
Sa'if,2586
Saienque,71112
Saiendo,480504
Saieiro,54204
Saidi Mingas,36993
Saidan,273263
Saiculo,2350
Saicuato,6398
Saibuanda,4725
Saibamba,150908
Saibali,98584
Sa'ibah,68107
Saiassua,138494
Saiasso,335339
Saianva,955
Saianga,149684
Saiambo,557058
Saia,1623218
Sa'i Sursanak,794769
Sahyanadzori,159518
Sahyanadzor,774555
Sahut,17929
Sahur Ghar,41
Sahur,2620
Sahunart,1494
Sahun,3
Sahrati,3440
Sahrah Dzay Ghar,1578
Sahradi,374366
Sahossi,32378
Sahor,431680
Sahni Marg,2305
Sahnajur,3841
Sahmank',59846
Sahmani Ktor,287752
Sahmani Hogher,183396
Sahmani Hogh,18
Sahmani Dar,5632
Sahmani Art,1500677
Sahmanatap',86574
Sahmanasari,6277
Sahmanasar,78937
Sahmanamerdz Hogher,30128
Sahmanamerdz,8854
Sahmanalanj,547775
Sahmanakhach',15094
Sahmanak'ar,941
Sahmanahand,13308
Sahmanaglkhi,509
SahmanaDzori,25241
SahmanaDzor,103
Sahmanadasht,6182
Sahman,7666
Sahl Gharif,226740
Sahl adh Dhayd,2624019
Sahidan Algad,40168
Sahibzadah Kalachah,365017
Sahibzadah,51377
Sahibuddin Kelay,79598
Sahibuddin Kala,1
Sahibi Ghundey,135114
Sahibdad Ghundey,2362
Sahibdad,171717
Sahiban,2157
Sahib Zadah Lar,73203
Sahib Zadah Khel,35710
Sahib Zadah Kelay,50204
Sahib Zadah Kala,54562
Sahib Zadah,13660
Sahib Zadagano Kelay,22556
Sahib Zadagan,25518
Sahib Tsa Mandeh,269
Sahib Lat,485212
Sahib Khan Khanah,127341
Sahib Khan,57404
Sahib Jan Kelay,130355
Sahib Jan Kala,42256
Sahib Jamal,16032
Sahib Gul,81689
Sahib Ghar,303586
Sahib Dad Ghundey,4611
Sahib Chinah,20593
Sahib Chah,20598
Sahi Kan,40826
Sahargo Tarakey,468648
Sahargo Ghar,5014
Sahargey Mandeh,889156
Sahargey Ghundey,18
Sahara Hotel,994
Sahara Center,338935
Sahara,35892
Sahanots'i,94024
Sahamba,812
Sahama,10773
Sahalanj,105207
Sahakyanneri Hogher,5519
Sahako Ghundey,37198
Sahaki Var,58115
Sahaki Tegh,14481
Sahaki Pati Tak,804116
Sahaki Hovtun,314713
Sahaki Hogher,55310
Sahaki Ev Mambrei Hogher,7599
Sahaki,16836
Sahakents' Tsarrner,217367
Sahakents' Dzor,27267
Sahakasar,42168
Sahakants' Honut,11367
Sahakants' Ghush,121100
Sahakants',118
Sahak Surb,18319
Sahak Khwar,2928
Sahak,9718
Sahah-ye Shikastah-ye Garug-e Gorani,310029
Sahah-ye Shikastah-ye Garog-e Gorani,647384
Sahah-ye Regi-ye Taband,44175
Sahah-ye Regi-ye Sediqi,25727
Sahah-ye Regi-ye Muzapat,55559
Sahah-ye Regi Ziati,18972
Sahah-ye Regi Sadiqi,27298
Sahah-ye Regi Muhammad Ghundey,14692
Sahah-ye Regi Mazanpat,427177
Sahah-ye Regi Dirajab,1046
Sahah-ye Regi Charasku,30476
Sahah-ye Reg-e Hayat Tsah,126583
Sahah-ye Reg,699
Sahah-ye Quwah-e Kar,262009
Sahah-e Regi Dirajab wa Chahar Pa'i,68493
Sahah-e Regi Dirajab,7797
Sahah Karez,66237
Sahah Babaji,196
Sahabuddin Kala,45340
Sahab,74598
Sah Darya,17343
Sagzidan,75835
Sagzai,114
Sagumba,92602
Saguegue,31956
Sagsang,32705
Sagrashen 2-rd,373369
Sagrashen 1-in,31035
Sagraberd,36198
Sagiri,46193
Saginga,3521225
Sagimbo,53813
Sagi Khel,249781
Sagi Dasht,8356
Sagi,39249
Saghyah,24183
Saghumyan Ye.,648712
Saghri Nawer,16963
Saghri Ghar,12138
Saghrak,166631
Saghoyi Marg,203549
Saghnaq,560565
Saghn,27107
Saghmosavank',428
Saghmosavan,408555
Saghi Rod,39950
Saghi Lar,4475
Saghi Karez,21371
Saghay,4023
Saghawah,11192
Saghaw Mandeh,48858
Saghat'ents' Art,47752
Saghat'eli Ayr,35120
Saghat'eli,50421
Saghat'elents',310469
Saghar,9856
Saghaitu,25302
Sageri,42358
Sagenah,6503
Sage Hill,591
Sagdawak,677
Sagband,20899
Sagay-e Pa`in,536058
Sagay-e Bala,63764
Sagay Wugay,10230
Sagay Karez,418695
Sagay Ghar,273101
Sagategh,19475
Sagasari,36094
Sagasar,35015
Saganots',103738
Sagalich,4675
Sagahand,32722
Sagaghbyur,3402
Sagadzor,29351
Sagaba,14292
Sag Sokhtah,84181
Sag Paridah,637603
Sag Murdah,0
Sag Kushtah,49
Safyan P.,39461
Safutchi,288229
Safungo,71294
Safras ishkhani,46183
Safoyi Zol,20670
Safo,30437
Safirgin,79949
Safikha,1044
Safidar,242462
Safid Chashma,3588001
Safian,315310
SAFI LANDMARK HOTEL SUITES,68702
Saffron Dubai,54
Safetaj,658
Safeer Mall,57628
Safed-ye Koh,25095
Safedi Ramayil,1856427
Safed-e Rawan,16456
Safed-e Nurullah,18346
Safedaw,24629
Safedarak,73353
Safedar Aylgah,548
Safedar,542
Safedan-e Wusta,17727
Safedan-e Sufla,1867
Safedan-e `Ulya,109544
Safedan,187
Safedalak,20286
Safedak Joy,118296
Safedak Chashmah,980411
Safedak,4228
Safed Top,4551
Safed Shakh,4951
Safed Sang-e Taynah,54466
Safed Sangan,378589
Safed Sangak,2664
Safed Sang,13
Safed Reg,103
Safed Qol,30
Safed Qal'ah,24446
Safed Qadah,9455
Safed Nawer,1299
Safed Muy,7715
Safed Ladu,116329
Safed Kotal,2183
Safed Koh-e Ishingak,267
Safed Koh,2230
Safed Khulah,34548
Safed Khar-e Sharqi,147
Safed Khar-e Gharbi,266563
Safed Kharah,4354
Safed Khanah,171
Safed Khan Kelay,113799
Safed Khak,22211
Safed Kaych,49915
Safed Kamar,269498
Safed Joy,27834
Safed Jirew,1317
Safed Guli,1610
Safed Dewar,1304
Safed Dewal,183697
Safed Daran,33803
Safed Darak,58344
Safed Darah,4994
Safed Danak,18710
Safed Chut,10833
Safed Chashmah,9201
Safed Chah,24638
Safed Bulaq,68151
Safed Bini,49160
Safed Beranah,1035
Safed Bayranah,17797
Safed Bayd-e Sufla,5502
Safed Bayd-e `Ulya,39231
Safed Bam,168953
Safed Aw,1170902
Safed Arak,653245
Safed Alak,14574
Safed Ab,367
Safed,331747
Safdar Kelay,53514
Safarwal,1762
Safari,43282
Safarents' Gomi Arru,449
Safarents' Gomeri,58052
Safarents' Gomer,29650
Safarents' Demer,549
Safarat-e Shorawi,75856
Safarat-e Inglistan,125715
Safarat-e Amrika,6485
Safarap'os,4290
Safarants',119528
Safarak,703
Safara,935
Safar Wali Awal,573
Safar Qol,25319
Safar Qal`ah,40721
Safar Muhammad Kelay,20331
Safar Kushtah,728
Safar Khel,1743
Safar Khan Rig,27177
Safar Khan Reg,10801
Safar Khan,18609
Safar Kelay,28742
Safar Karez,13185
Safar Darah,43907
Safamba,293215
Safakan,18667
Safad,39543
Safa Khel,947246
Safa,31035
Saf Band,394687
Saengue,1025937
Saeed Bin Obeid al Jarwan Square,48112
Sadwar,21123
Sadwad,50355
Sadvar,81298
Sadunts'i Hin,21409
Sadunts,46329
Sadsyah,70716
Sadro Khwar,133891
Sadray-Khord,72820
Sadray,35312
Sadrabad,10290
Sadr,884
Sadozi Kelay,38702
Sadozi Karez,18022
Sadozai Kor,37014
Sadozai Ghundey,61040
Sadozai,13547
Sadoyi,3434
Sadovice,16952
Sado Kot,29433
Sado Khel,8992
Sado Khan,16058
Sado Karez,42963
Sado Kala,27306
Sadmardah,9785
Sadmaniha,272
Sadmani,37288
Sadmanay,223845
Sadman,34534
Sadlar,405
Sadiq Kala,104251
Sadiq `Ali,75147
Sadiq,572230
Sadila,37382
Sadikan,68895
Sadikah,23614
Sadiar,573747
Sadia,29110
Sadi Kala Dasht,49042
Sadi,17645
Sadhia,422287
Sadgulah Darah,14674
Sadghowul Ghar,21200
Sades,75491
Saddle Hill,48
Sadbarg,258871
Sadato Kelay,9958
Sadarat,573169
Sadar Sang,8089
Sadalah,21353
Sadakay Kelay,32342
Sadaka,2087632
Sadak,43229
Sadah-ye Sher 'Ali,29230
Sadah-ye Nay Qal`ah,31235
Sadah Ghashi Naw,215223
Sadah,62704
Sadaf Suites,11461
Sadabad,6593
Sad Rabat,374974
Sad Murdah,565794
Sad Murdagan,238835
Sad Mardah,174106
